Arts, culture, et spectacles       arts, culture and entertainment                                     subj:01000000                 
Sciences naturelles                natural science                                                                    subj:13004000  
Géologie                           geology                                                                                           subj:13004001  
Paléontologie                      paleontology                                                                                      subj:13004002  
Géographie                         geography                                                                                         subj:13004003  
Botanique                          botany                                                                                            subj:13004004  
Zoologie                           zoology                                                                                           subj:13004005  
Physiologie                        physiology                                                                                        subj:13004006  
Astronomie                         astronomy                                                                                         subj:13004007  
Biologie                           biology                                                                                           subj:13004008  
Philosophie des sciences           philosophical science                                                              subj:13005000  
Recherche                          research                                                                           subj:13006000  
Enquête sociologique               survey                                                                                            subj:13006001  
Exploration scientifique           scientific exploration                                                             subj:13007000  
Programmes spatiaux                space programme                                                                    subj:13008000  
Science                            science (general)                                                                  subj:13009000  
Technologie                        technology (general)                                                               subj:13010000  
Fuséologie                         rocketry                                                                                          subj:13010001  
Laser                              laser                                                                                             subj:13010002  
Standards                          standards                                                                          subj:13011000  
Zoologie                           animal science                                                                     subj:13012000  
Science de l'infiniment petit      micro science                                                                      subj:13013000  
Océanographie                      marine science                                                                     subj:13014000  
Climatologie                       weather science                                                                    subj:13015000  
Electronique                       electronics                                                                        subj:13016000  
Technologie de l'identification    identification technology                                                          subj:13017000  
Mathématiques                      mathematics                                                                        subj:13018000  
Biotechnologie                     biotechnology                                                                      subj:13019000  
Agronomie                          agricultural research and technology                                               subj:13020000  
Nanotechnologie                    nanotechnology                                                                     subj:13021000  
Science de l'informatique          IT/computer sciences                                                               subj:13022000  
Institutions scientifiques         scientific institutions                                                            subj:13023000  
Société                            social issue                                                        subj:14000000                 
Toxicomanie                        addiction                                                                          subj:14001000  
Activités caritatives              charity                                                                            subj:14002000  
Démographie                        demographics                                                                       subj:14003000  
Recensement                        population and census                                                                             subj:14003001  
Immigration                        immigration                                                                                       subj:14003002  
Immigration clandestine            illegal immigrants                                                                                subj:14003003  
Emigrés                            emigrants                                                                                         subj:14003004  
Handicapés                         disabled                                                                           subj:14004000  
Euthanasie                         euthanasia (also includes assisted suicide)                                        subj:14005000  
Suicide                            suicide                                                                                           subj:14005001  
Famille                            family                                                                             subj:14006000  
Relation parent-enfant             parent and child                                                                                  subj:14006001  
Adoption                           adoption                                                                                          subj:14006002  
Mariage                            marriage                                                                                          subj:14006003  
Divorce                            divorce                                                                                           subj:14006004  
Sexualité                          sex                                                                                               subj:14006005  
Flirt                              courtship                                                                                         subj:14006006  
Contrôle des naissances            family planning                                                                    subj:14007000  
Assurance maladie                  health insurance                                                                   subj:14008000  
Sans abris                         homelessness                                                                       subj:14009000  
Minorités                          minority group                                                                     subj:14010000  
Homosexualité                      gays and lesbians                                                                                 subj:14010001  
Minorité ethnique ou nationale     national or ethnic minority                                                                       subj:14010002  
Pornographie                       pornography                                                                        subj:14011000  
Pauvreté                           poverty                                                                            subj:14012000  
Prostitution                       prostitution                                                                       subj:14013000  
Racisme                            racism                                                                             subj:14014000  
Protection sociale                 welfare                                                                            subj:14015000  
Avortement                         abortion                                                                           subj:14016000  
Personnes disparues                missing person                                                                     subj:14017000  
Personnes disparues en temps de guemissing due to hostilities                                                                        subj:14017001  
Soins de longue durée              long term care                                                                     subj:14018000  
Délinquance juvénile               juvenile delinquency                                                               subj:14019000  
victimes irradiées                 nuclear radiation victims                                                          subj:14020000  
Esclavage                          slavery                                                                            subj:14021000  
Harcèlement                        abusive behaviour                                                                  subj:14022000  
Fin de vie et mort                 death and dying                                                                    subj:14023000  
Peuple                             people                                                                             subj:14024000  
Enfants                            children                                                                                          subj:14024001  
Bébé                               infants                                                                                           subj:14024002  
Adolescent                         teen-agers                                                                                        subj:14024003  
Adultes                            adults                                                                                            subj:14024004  
Personnes âgées                    senior citizens                                                                                   subj:14024005  
Problèmes de société               social issues (general)                                                            subj:14025000  
Condition sociale                  social conditions                                                                                 subj:14025001  
Problèmes sociaux                  social problems                                                                                   subj:14025002  
Discrimination                     discrimination                                                                                    subj:14025003  
Services sociaux                   social services                                                                                   subj:14025004  
Peine de mort                      death penalty policies                                                                            subj:14025005  
Déminage                           ordnance clearance                                                                 subj:14026000  
Reconstruction                     reconstruction                                                                     subj:14027000  
Sport                              sport                                                               subj:15000000                 
Sports aériens et d'aviation       aero and aviation sport                                                            subj:15001000  
Parachutisme                       parachuting                                                                                       subj:15001001  
Chute libre                        sky diving                                                                                        subj:15001002  
Ski alpin                          alpine skiing                                                                      subj:15002000  
Descente                           downhill                                                                                          subj:15002001  
Slalom Géant                       giant slalom                                                                                      subj:15002002  
Super-G                            super G                                                                                           subj:15002003  
Slalom                             slalom                                                                                            subj:15002004  
Combiné                            combined                                                                                          subj:15002005  
Football américain                 American football                                                                  subj:15003000  
National Football League           (US) National Football League (NFL) (North American)                                              subj:15003001  
entry deleted                      CFL                                                                                               subj:15003002  
AFL                                AFL-DEPRECATED                                                                                    subj:15003003  
Tir à l'arc                        archery                                                                            subj:15004000  
Style FITA                         FITA / Outdoor target archery                                                                     subj:15004001  
Tir à l'arbalète                   crossbow shooting                                                                                 subj:15004002  
Athlétisme                         athletics, track and field                                                         subj:15005000  
100m                               100 m                                                                                             subj:15005001  
200m                               200 m                                                                                             subj:15005002  
400m                               400 m                                                                                             subj:15005003  
800m                               800 m                                                                                             subj:15005004  
1000m                              1000 m                                                                                            subj:15005005  
1500m                              1500 m                                                                                            subj:15005006  
Mile                               mile                                                                                              subj:15005007  
2000m                              2000 m                                                                                            subj:15005008  
3000m                              3000 m                                                                                            subj:15005009  
5000m                              5000 m                                                                                            subj:15005010  
10000m                             10,000 m                                                                                          subj:15005011  
20km                               20 km                                                                                             subj:15005012  
L'heure                            one hour                                                                                          subj:15005013  
25km                                                                                              25000                              subj:15005014  
30km                                                                                              30000                              subj:15005015  
110mhaies                          110 m hurdles                                                                                     subj:15005016  
400mhaies                          400 m hurdles                                                                                     subj:15005017  
3000m steeple                      3000 m steeplechase                                                                               subj:15005018  
Saut en hauteur                    high jump                                                                                         subj:15005019  
Saut à la perche                   pole vault                                                                                        subj:15005020  
Saut en longueur                   long jump                                                                                         subj:15005021  
Triple saut                        triple jump                                                                                       subj:15005022  
Lancer du poids                    shot put                                                                                          subj:15005023  
Lancer du disque                   discus throw                                                                                      subj:15005024  
Lancer de marteau                  hammer throw                                                                                      subj:15005025  
Lancer de javelot                  javelin throw                                                                                     subj:15005026  
Decathlon                          decathlon                                                                                         subj:15005027  
Relais 4x100 m                     4x100 m                                                                                           subj:15005028  
Relais 4x200 m                     4x200 m                                                                                           subj:15005029  
Relais 4x400 m                     4x400 m                                                                                           subj:15005030  
Relais 4x800 m                     4x800 m                                                                                           subj:15005031  
Relais4x1500 m                     4x1500 m                                                                                          subj:15005032  
Marche 1h                          walk 1 h                                                                                          subj:15005033  
Marche 2h                          walk 2 h                                                                                          subj:15005034  
10km marche                        10 km walk                                                                                        subj:15005035  
15km marche                        15 km walk                                                                                        subj:15005036  
20km marche                        20 km walk                                                                                        subj:15005037  
30km marche                        30 km walk                                                                                        subj:15005038  
50km marche                        50 km walk                                                                                        subj:15005039  
100m haies                         100 m hurdles                                                                                     subj:15005040  
5 km marche                        5 km walk                                                                                         subj:15005041  
heptathlon                         heptathlon                                                                                        subj:15005042  
1500m marche                       1500 m walk                                                                                       subj:15005043  
2000m marche                       2000 m walk                                                                                       subj:15005044  
3000m marche                       3000 m walk                                                                                       subj:15005045  
50m                                50 m                                                                                              subj:15005046  
50m haies                          50 m hurdles                                                                                      subj:15005047  
50 yards                           50 yards                                                                                          subj:15005048  
50 yard haies                      50 yard hurdles                                                                                   subj:15005049  
60m                                60 m                                                                                              subj:15005050  
60m haies                          60 m hurdles                                                                                      subj:15005051  
60 yards                           60 yards                                                                                          subj:15005052  
60 yard haies                      60 yard hurdles                                                                                   subj:15005053  
100 yards                          100 yards                                                                                         subj:15005054  
100 yard haies                     100 yard hurdles                                                                                  subj:15005055  
300m                               300 m                                                                                             subj:15005056  
300 yards                          300 yards                                                                                         subj:15005057  
440 yards                          440 yards                                                                                         subj:15005058  
500m                               500 m                                                                                             subj:15005059  
500 yards                          500 yards                                                                                         subj:15005060  
600m                               600 m                                                                                             subj:15005061  
600 yards                          600 yards                                                                                         subj:15005062  
880 yards                          880 yards                                                                                         subj:15005063  
1000 yards                         1000 yards                                                                                        subj:15005064  
2 miles                            2 miles                                                                                           subj:15005065  
3 miles                            3 miles                                                                                           subj:15005066  
6 miles                            6 miles                                                                                           subj:15005067  
Relais 4x1 mile                    4x1 mile                                                                                          subj:15005068  
Pentathlon                         pentathlon                                                                                        subj:15005069  
Badminton                          badminton                                                                          subj:15006000  
Base-ball                          baseball                                                                           subj:15007000  
American League                    Major League Baseball (North American Professional) - American Leagu                              subj:15007001  
National League                    Major League Baseball (North American Professional) - National Leagu                              subj:15007002  
Special                            Major League Baseball (North American Professional) - Special (e.g.                               subj:15007003  
Rubberball baseball                rubberball baseball                                                                               subj:15007004  
Playoffs                           Major League Baseball Playoffs                                                                    subj:15007005  
World Series                       World Series                                                                                      subj:15007006  
Basket-ball                        basketball                                                                         subj:15008000  
NBA                                National Basketball Association (North American Professional)                                     subj:15008001  
Ligue professionnelle féminine     professional - Women general                                                                      subj:15008002  
Netball suisse                     Swiss netball                                                                                     subj:15008003  
Netball allemand                   German netball                                                                                    subj:15008004  
Netball néerlandais                Dutch netball                                                                                     subj:15008005  
Biathlon                           biathlon                                                                           subj:15009000  
7.5 km                             7.5 km                                                                                            subj:15009001  
10 km                              10 km                                                                                             subj:15009002  
15 km                              15 km                                                                                             subj:15009003  
20 km                              20 km                                                                                             subj:15009004  
Relais 4x7.5 km                    4x7.5 km relay                                                                                    subj:15009005  
Poursuite 12.5 km                  12.5 km pursuit                                                                                   subj:15009006  
Billards, snooker et pool          billiards, snooker and pool                                                        subj:15010000  
8 ball                             8 ball                                                                                            subj:15010001  
9 ball                             9 ball                                                                                            subj:15010002  
14.1 continu                                                                                   14-janv.                              subj:15010003  
Continuous                         continuous-DEPRECATED                                                                             subj:15010004  
Other                              other-DEPRECATED                                                                                  subj:15010005  
snooker                            snooker                                                                                           subj:15010006  
Bobsleigh                          bobsleigh                                                                          subj:15011000  
Bob à deux                         two-man sled                                                                                      subj:15011001  
Bob à quatre                       four-man sled                                                                                     subj:15011002  
Bowling                            bowling                                                                            subj:15012000  
Boule anglaise et pétanque         bowls and petanque                                                                 subj:15013000  
Boxe                               boxing                                                                             subj:15014000  
Super-lourds                       super-heavyweight                                                                                 subj:15014001  
Lourds                             heavyweight                                                                                       subj:15014002  
Mi-lourds                          cruiserweight                                                                                     subj:15014003  
Moyens                             light-heavyweight                                                                                 subj:15014004  
Super mi-moyens                    super-middleweight                                                                                subj:15014005  
Mi-moyens                          middleweight                                                                                      subj:15014006  
Super légers                       light-middleweight                                                                                subj:15014007  
Légers                             welterweight                                                                                      subj:15014008  
Super-plumes                       light-welterweight                                                                                subj:15014009  
Plumes                             lightweight                                                                                       subj:15014010  
Super-poids plumes                 super-featherweight                                                                               subj:15014011  
Poids-plume                        featherweight                                                                                     subj:15014012  
Super coq                          super-bantamweight                                                                                subj:15014013  
Coq                                bantamweight                                                                                      subj:15014014  
Super-mouches                      super-flyweight                                                                                   subj:15014015  
Mouches                            flyweight                                                                                         subj:15014016  
Mi-mouches                         light flyweight                                                                                   subj:15014017  
Pailles                            straw                                                                                             subj:15014018  
IBF                                IBF                                                                                               subj:15014019  
WBA                                WBA                                                                                               subj:15014020  
WBC                                WBC                                                                                               subj:15014021  
WBO                                WBO                                                                                               subj:15014022  
Boxe française                     French boxing                                                                                     subj:15014023  
Boxe Thai                          Thai boxing                                                                                       subj:15014024  
Canoë-kayak                        canoeing and kayaking                                                              subj:15015000  
Slalom                             Slalom                                                                                            subj:15015001  
200m                               200 m                                                                                             subj:15015002  
500m                               500 m                                                                                             subj:15015003  
1000m                              1000 m                                                                                            subj:15015004  
K1                                 K1                                                                                                subj:15015005  
K2                                 K2                                                                                                subj:15015006  
K4                                 K4                                                                                                subj:15015007  
C1                                 C1                                                                                                subj:15015008  
C2                                 C2                                                                                                subj:15015009  
C4                                 C4                                                                                                subj:15015010  
Canoe à voile                      canoe sailing                                                                                     subj:15015011  
Pontoniering                       pontoniering                                                                                      subj:15015012  
Alpinisme et escalade              climbing                                                                           subj:15016000  
Alpinisme                          mountaineering                                                                                    subj:15016001  
Escalade                           sport climbing                                                                                    subj:15016002  
Cricket                            cricket                                                                            subj:15017000  
Curling                            curling                                                                            subj:15018000  
Crosse sur glace                   icestock sport                                                                                    subj:15018001  
Cyclisme                           cycling                                                                            subj:15019000  
piste                              track                                                                                             subj:15019001  
poursuite                          pursuit                                                                                           subj:15019002  
Sprint Olympique                   Olympic sprint                                                                                    subj:15019003  
vitesse                            sprint                                                                                            subj:15019004  
Keirin                             Keirin                                                                                            subj:15019005  
Course aux points                  points race                                                                                       subj:15019006  
course à l'Américaine              Madison race                                                                                      subj:15019007  
500 m contre la montre             500 m time trial                                                                                  subj:15019008  
1 km contre la montre              1 km time trial                                                                                   subj:15019009  
1 heure                            one hour                                                                                          subj:15019010  
Course en ligne                    road race                                                                                         subj:15019011  
Contre la montre                   road time trial                                                                                   subj:15019012  
Course à étapes                    staging race                                                                                      subj:15019013  
cyclo-cross                        cyclo-cross                                                                                       subj:15019014  
Le VTT                             Vtt                                                                                               subj:15019015  
Vtt cross                          Vtt-cross                                                                                         subj:15019016  
Vtt descente                       Vtt-downhill                                                                                      subj:15019017  
Bicross                            bi-crossing                                                                                       subj:15019018  
VTT trial                          trial                                                                                             subj:15019019  
Cyclisme artistique                artistic cycling                                                                                  subj:15019020  
Cycle balle                        cycle ball                                                                                        subj:15019021  
Danse sportive                     dancing                                                                            subj:15020000  
Plongeon                           diving                                                                             subj:15021000  
Haut vol 10 m                      10 m platform                                                                                     subj:15021001  
Haut vol synchronisé               10 m platform synchronised                                                                        subj:15021002  
Tremplin 3 m                       3 m springboard                                                                                   subj:15021003  
Tremplin synchronisé 3 m           3 m springboard synchronised                                                                      subj:15021004  
Subaquatique                       subaquatics                                                                                       subj:15021005  
Plongée sous-marine                scuba diving                                                                                      subj:15021006  
Equitation                         equestrian                                                                         subj:15022000  
Concours complet                   three-day event                                                                                   subj:15022001  
dressage                           dressage                                                                                          subj:15022002  
Saut d'obstacles                   jumping                                                                                           subj:15022003  
Cross-country                      cross country                                                                                     subj:15022004  
Escrime                            fencing                                                                            subj:15023000  
Epée                               epee                                                                                              subj:15023001  
Fleuret                            foil                                                                                              subj:15023002  
Sabre                              sabre                                                                                             subj:15023003  
Hockey sur gazon                   field Hockey                                                                       subj:15024000  
Roll hockey                        roll hockey                                                                                       subj:15024001  
Patinage artistique                figure Skating                                                                     subj:15025000  
Individuel                         singles                                                                                           subj:15025001  
Couple                             pairs                                                                                             subj:15025002  
Danse                              ice dance                                                                                         subj:15025003  
Ski acrobatique                    freestyle Skiing                                                                   subj:15026000  
Ski de bosses                      moguls                                                                                            subj:15026001  
Saut acrobatique                   aerials                                                                                           subj:15026002  
acroski                            artistic skiing                                                                                   subj:15026003  
Golf                               golf                                                                               subj:15027000  
Gymnastique artistique             gymnastics                                                                         subj:15028000  
Sol                                floor exercise                                                                                    subj:15028001  
Saut de cheval                     vault                                                                                             subj:15028002  
Cheval d'arçon                     pommel horse                                                                                      subj:15028003  
Barres asymétriques                uneven bars                                                                                       subj:15028004  
Barres parallèles                  parallel bars                                                                                     subj:15028005  
Barre fixe                         horizontal bar                                                                                    subj:15028006  
Anneaux                            rings                                                                                             subj:15028007  
Poutre                             beam                                                                                              subj:15028008  
Gymnastique rythmique              rhythmic                                                                                          subj:15028009  
massues                            clubs                                                                                             subj:15028010  
cerceau                            hoop                                                                                              subj:15028011  
ruban                              ribbon                                                                                            subj:15028012  
